"_id",author,helpful_num,rating,reply,review
"0bf781be481fba451259b54b9c8d861fA Google userFebruary 28, 20191077","A Google userFebruary 28, 2019",1,4,None," lots of fun playing slots now that they are finally working right. used my gems to power up lost the whole time trying to get the game to play. really stinks"
"0bf781be481fba451259b54b9c8d861fA Google userFebruary 28, 20191132","A Google userFebruary 28, 2019",1,4,None," lots of fun playing slots now that they are finally working right. used my gems to power up lost the whole time trying to get the game to play. really stinks"
"0bf781be481fba451259b54b9c8d861fA Google userFebruary 28, 20191237","A Google userFebruary 28, 2019",1,4,None," lots of fun playing slots now that they are finally working right. used my gems to power up lost the whole time trying to get the game to play. really stinks"
"0bf781be481fba451259b54b9c8d861fA Google userFebruary 28, 20191239","A Google userFebruary 28, 2019",1,4,None," lots of fun playing slots now that they are finally working right. used my gems to power up lost the whole time trying to get the game to play. really stinks"
"0c01fc0d5f8fa5fd3ed4931c958c07b7Sharon FaulknerApril 15, 2019851","Sharon FaulknerApril 15, 2019",2,3,None," It's changed a lot from the days when Elvis was on there! So much so I'm actually going to delete it. The payouts and gifts r pathetic. Actually once u move up a couple of levels, things get better and better!!I wont be deleting now!!!"
"0c01fc0d5f8fa5fd3ed4931c958c07b7Sharon FaulknerApril 15, 2019903","Sharon FaulknerApril 15, 2019",2,3,None," It's changed a lot from the days when Elvis was on there! So much so I'm actually going to delete it. The payouts and gifts r pathetic. Actually once u move up a couple of levels, things get better and better!!I wont be deleting now!!!"
"0c01fc0d5f8fa5fd3ed4931c958c07b7Sharon FaulknerApril 15, 2019948","Sharon FaulknerApril 15, 2019",2,3,None," It's changed a lot from the days when Elvis was on there! So much so I'm actually going to delete it. The payouts and gifts r pathetic. Actually once u move up a couple of levels, things get better and better!!I wont be deleting now!!!"
"0c01fc0d5f8fa5fd3ed4931c958c07b7Sharon FaulknerApril 15, 2019977","Sharon FaulknerApril 15, 2019",2,3,None," It's changed a lot from the days when Elvis was on there! So much so I'm actually going to delete it. The payouts and gifts r pathetic. Actually once u move up a couple of levels, things get better and better!!I wont be deleting now!!!"
"0c01fc0d5f8fa5fd3ed4931c958c07b7Sharon FaulknerApril 15, 2019978","Sharon FaulknerApril 15, 2019",2,3,None," It's changed a lot from the days when Elvis was on there! So much so I'm actually going to delete it. The payouts and gifts r pathetic. Actually once u move up a couple of levels, things get better and better!!I wont be deleting now!!!"
"0c0c187b34314c46a42ce1f30a08ad9dDonald WillinghamApril 27, 20191625","Donald WillinghamApril 27, 2019",1,5,"PlaytikaMarch 18, 2019Thank you Donald  for your feedback!

Without players like you Slotomania wouldn't be the #1 slots game out there!  We greatly appreciate your feedback and look forward to showing you all the additional upcoming features.
Kindly update your star rating to match the awesome things you said!
Have a great day and thanks again!"," love playing the games the graphs are awsome great slot yo play i give it a big 5"
"0c31f2f0a33419fcbfa7c478ed392e4bWard HardyMarch 24, 2019517","Ward HardyMarch 24, 2019",13,1,None," I had over 800 billion credits and I had to get a new phone and it started over to the beginning and zero balance. I emailed them about the problem and I got zero response. All they care about is the money and practice just that! DON'T PLAY... SAVE YOUR MONEY!"
"0c31f2f0a33419fcbfa7c478ed392e4bWard HardyMarch 24, 2019600","Ward HardyMarch 24, 2019",13,1,None," I had over 800 billion credits and I had to get a new phone and it started over to the beginning and zero balance. I emailed them about the problem and I got zero response. All they care about is the money and practice just that! DON'T PLAY... SAVE YOUR MONEY!"
"0c31f2f0a33419fcbfa7c478ed392e4bWard HardyMarch 24, 2019654","Ward HardyMarch 24, 2019",13,1,None," I had over 800 billion credits and I had to get a new phone and it started over to the beginning and zero balance. I emailed them about the problem and I got zero response. All they care about is the money and practice just that! DON'T PLAY... SAVE YOUR MONEY!"
"0c31f2f0a33419fcbfa7c478ed392e4bWard HardyMarch 24, 2019655","Ward HardyMarch 24, 2019",13,1,None," I had over 800 billion credits and I had to get a new phone and it started over to the beginning and zero balance. I emailed them about the problem and I got zero response. All they care about is the money and practice just that! DON'T PLAY... SAVE YOUR MONEY!"
"0c637caad4847f6226c52f8b69fa6d76Don CooperApril 18, 2019456","Don CooperApril 18, 2019",1,3,None," Not terrible,but there has been many times that I would win and not get my coins,or if I summed 1 of the 3.lion,wolf or baboon it takes the diamonds but then it will say I need this many diamonds to summons or wait 2hrs,,It is frustrating but I just move on,what else can I do right.."
"0c637caad4847f6226c52f8b69fa6d76Don CooperApril 18, 2019544","Don CooperApril 18, 2019",1,3,None," Not terrible,but there has been many times that I would win and not get my coins,or if I summed 1 of the 3.lion,wolf or baboon it takes the diamonds but then it will say I need this many diamonds to summons or wait 2hrs,,It is frustrating but I just move on,what else can I do right.."
"0c637caad4847f6226c52f8b69fa6d76Don CooperApril 18, 2019563","Don CooperApril 18, 2019",1,3,None," Not terrible,but there has been many times that I would win and not get my coins,or if I summed 1 of the 3.lion,wolf or baboon it takes the diamonds but then it will say I need this many diamonds to summons or wait 2hrs,,It is frustrating but I just move on,what else can I do right.."
"0c637caad4847f6226c52f8b69fa6d76Don CooperApril 18, 2019589","Don CooperApril 18, 2019",1,3,None," Not terrible,but there has been many times that I would win and not get my coins,or if I summed 1 of the 3.lion,wolf or baboon it takes the diamonds but then it will say I need this many diamonds to summons or wait 2hrs,,It is frustrating but I just move on,what else can I do right.."
"0c637caad4847f6226c52f8b69fa6d76Don CooperApril 18, 2019591","Don CooperApril 18, 2019",1,3,None," Not terrible,but there has been many times that I would win and not get my coins,or if I summed 1 of the 3.lion,wolf or baboon it takes the diamonds but then it will say I need this many diamonds to summons or wait 2hrs,,It is frustrating but I just move on,what else can I do right.."
"0c64375837e2425ba470aa550ee7dbbbRosalie PriestMarch 25, 2019746","Rosalie PriestMarch 25, 2019",2,4,None," I enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to fi...Full ReviewI enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to finish as it wiped me out. Please don't putthose games in the last game if you truly want us to win fairly. You are still finishing with a game that needs you to win by getting the free games and if you"
"0c64375837e2425ba470aa550ee7dbbbRosalie PriestMarch 25, 2019806","Rosalie PriestMarch 25, 2019",2,4,None," I enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to fi...Full ReviewI enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to finish as it wiped me out. Please don't putthose games in the last game if you truly want us to win fairly. You are still finishing with a game that needs you to win by getting the free games and if you"
"0c64375837e2425ba470aa550ee7dbbbRosalie PriestMarch 25, 2019871","Rosalie PriestMarch 25, 2019",2,4,None," I enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to fi...Full ReviewI enjoy playing the games but not the special ones as I end up losing my money every time and never quite get to win. The last one I spent a whole day and half a night on the last game. I had to win coins in the free games to finish and could not get free games. I even spent money to buy coins to finish as it wiped me out. Please don't putthose games in the last game if you truly want us to win fairly. You are still finishing with a game that needs you to win by getting the free games and if you"
"0c7c98ddea5c665bdb885f9863715984Bill DanelApril 2, 2019608","Bill DanelApril 2, 2019",6,3,None," While the graphics are great, there are issues with server problems. It was a fun game over the years, but constant connection and server errors makes for a frustrating gameplay."
"0c7c98ddea5c665bdb885f9863715984Bill DanelApril 2, 2019676","Bill DanelApril 2, 2019",6,3,None," While the graphics are great, there are issues with server problems. It was a fun game over the years, but constant connection and server errors makes for a frustrating gameplay."
"0c7c98ddea5c665bdb885f9863715984Bill DanelApril 2, 2019704","Bill DanelApril 2, 2019",6,3,None," While the graphics are great, there are issues with server problems. It was a fun game over the years, but constant connection and server errors makes for a frustrating gameplay."
"0c7c98ddea5c665bdb885f9863715984Bill DanelApril 2, 2019730","Bill DanelApril 2, 2019",6,3,None," While the graphics are great, there are issues with server problems. It was a fun game over the years, but constant connection and server errors makes for a frustrating gameplay."
"0c7c98ddea5c665bdb885f9863715984Bill DanelApril 2, 2019735","Bill DanelApril 2, 2019",6,3,None," While the graphics are great, there are issues with server problems. It was a fun game over the years, but constant connection and server errors makes for a frustrating gameplay."
"0ca208839fe487996b353cb83486aecaTEST FLIGHTApril 11, 20191377","TEST FLIGHTApril 11, 2019",0,1,None," never got my free spins and ya it's a game to get you buying more coins why else you just go top a real casino. i play these games to help me quit gambling but I'd u have to spend money on the game ITS +pointless"
"0ca208839fe487996b353cb83486aecaTEST FLIGHTApril 11, 20191406","TEST FLIGHTApril 11, 2019",0,1,None," never got my free spins and ya it's a game to get you buying more coins why else you just go top a real casino. i play these games to help me quit gambling but I'd u have to spend money on the game ITS +pointless"
"0cb0758272e7365b5078ffa9f2902ac1Bellamy Sletten-GibbonsMay 9, 2019294","Bellamy Sletten-GibbonsMay 9, 2019",14,1,None," playtika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enj...Full Reviewplaytika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enjoy as much due to all the issues we encounter on a daily basis! !!! :( >:C"
"0cb0758272e7365b5078ffa9f2902ac1Bellamy Sletten-GibbonsMay 9, 201930","Bellamy Sletten-GibbonsMay 9, 2019",14,1,None," playtika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enj...Full Reviewplaytika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enjoy as much due to all the issues we encounter on a daily basis! !!! :( >:C"
"0cb0758272e7365b5078ffa9f2902ac1Bellamy Sletten-GibbonsMay 9, 2019384","Bellamy Sletten-GibbonsMay 9, 2019",14,1,None," playtika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enj...Full Reviewplaytika doesn't sync up with social media correctly! can't collect coin links. now gift section broken too!! constantly having issues. seriously stop with the new stuff if you cant handle it as it stands now. constant issues. i speak for MANY PLAYERS!!! we enjoy the game but are starting to not enjoy as much due to all the issues we encounter on a daily basis! !!! :( >:C"
"0ce62b38dbd83863392f827cf8b664b1Ace DreamMarch 22, 20191013","Ace DreamMarch 22, 2019",2,4,None," before I uninstall this app,whatever changes yall made to slotomania please change them back...i've never had this much trouble from playing this game!!!!"
"0ce62b38dbd83863392f827cf8b664b1Ace DreamMarch 22, 20191049","Ace DreamMarch 22, 2019",2,4,None," before I uninstall this app,whatever changes yall made to slotomania please change them back...i've never had this much trouble from playing this game!!!!"
"0ce62b38dbd83863392f827cf8b664b1Ace DreamMarch 22, 20191102","Ace DreamMarch 22, 2019",2,4,None," before I uninstall this app,whatever changes yall made to slotomania please change them back...i've never had this much trouble from playing this game!!!!"
"0ce62b38dbd83863392f827cf8b664b1Ace DreamMarch 22, 20191105","Ace DreamMarch 22, 2019",2,4,None," before I uninstall this app,whatever changes yall made to slotomania please change them back...i've never had this much trouble from playing this game!!!!"
"0ce62b38dbd83863392f827cf8b664b1Ace DreamMarch 22, 2019962","Ace DreamMarch 22, 2019",2,4,None," before I uninstall this app,whatever changes yall made to slotomania please change them back...i've never had this much trouble from playing this game!!!!"
"0cf6340bdb170894e495149e19235d96A Google userApril 28, 201930","A Google userApril 28, 2019",12,1,None," not impressed how playtika does everything to take all your balan ce away. i know its a game of chance but let the games play alone and dont intervene. i am very upset that everytime i get the jackpot bonus in the new game it freezes. it is not right and it is obvious that you want players to purcha...Full Reviewnot impressed how playtika does everything to take all your balan ce away. i know its a game of chance but let the games play alone and dont intervene. i am very upset that everytime i get the jackpot bonus in the new game it freezes. it is not right and it is obvious that you want players to purchase your packages. please give me those jackpot bonuses back."
"0d031b1f8c419ed0659c274af5894a77Roy GriffithsMay 31, 2019176","Roy GriffithsMay 31, 2019",0,1,None," the app is rubish will be telling everyone i no not to play it i try to do an in app purchase off $2.99 get to the pay where you have to pay and it will be $5 the game is rigged so you have to spend money and buy coins to continue to play but they try rip you off with that to"
"0d15e9b47441df7f4c3769872cc37ad5Christopher MersmanMay 15, 2019182","Christopher MersmanMay 15, 2019",95,1,None," not the funnest game i had 2 billion dollars and played the easy game in the challenge and lost it all buy the 4 stage in the easy !!!! this SUCKS"
"0d15e9b47441df7f4c3769872cc37ad5Christopher MersmanMay 15, 2019207","Christopher MersmanMay 15, 2019",95,1,None," not the funnest game i had 2 billion dollars and played the easy game in the challenge and lost it all buy the 4 stage in the easy !!!! this SUCKS"
"0d18ee54842b2efef273c9442ac3cf55Debbie s McLeodMay 24, 2019220","Debbie s McLeodMay 24, 2019",1,1,"PlaytikaMay 24, 2019Hello Debbie, your review is important to us. I understand how would you feel on losing the coins. Don't lose heart, it all adds to the experience and I'm sure yours will get better with each passing day. We are the best in the slots industry with top notch machines and the best payouts. Wish you a wonderful day!"," just like I side you better buy spend money you want more money worse then Las Vegas, but that is real money hgv every time you get going all your money just goes away and does not out"
"0d18ee54842b2efef273c9442ac3cf55Debbie s McLeodMay 24, 2019301","Debbie s McLeodMay 24, 2019",1,1,"PlaytikaMay 24, 2019Hello Debbie, your review is important to us. I understand how would you feel on losing the coins. Don't lose heart, it all adds to the experience and I'm sure yours will get better with each passing day. We are the best in the slots industry with top notch machines and the best payouts. Wish you a wonderful day!"," just like I side you better buy spend money you want more money worse then Las Vegas, but that is real money hgv every time you get going all your money just goes away and does not out"
"0d18ee54842b2efef273c9442ac3cf55Debbie s McLeodMay 24, 2019329","Debbie s McLeodMay 24, 2019",1,1,"PlaytikaMay 24, 2019Hello Debbie, your review is important to us. I understand how would you feel on losing the coins. Don't lose heart, it all adds to the experience and I'm sure yours will get better with each passing day. We are the best in the slots industry with top notch machines and the best payouts. Wish you a wonderful day!"," just like I side you better buy spend money you want more money worse then Las Vegas, but that is real money hgv every time you get going all your money just goes away and does not out"
"0d27d41a925a1e58b822020509f93bedDavid PeterMay 20, 20191050","David PeterMay 20, 2019",0,5,None," Always loved these slots past 3 years. Give them a spin you won't believe what you see! dcp"
"0d342ee32d5d56b1886a48fc54a31038Cheryl AurischMay 16, 201952","Cheryl AurischMay 16, 2019",1,4,None," too many ad's about purchasing tokens or gems or hints or power boosters. that are annoying at times and stop you from entering a slot for a while, but I enjoy lots of other things in Slotomania, the daily freebies and bonuses, sloto card albums and rewards, the challenges and the big wins that are ...Full Reviewtoo many ad's about purchasing tokens or gems or hints or power boosters. that are annoying at times and stop you from entering a slot for a while, but I enjoy lots of other things in Slotomania, the daily freebies and bonuses, sloto card albums and rewards, the challenges and the big wins that are the biggest wins for me in a online casino app to date, thanks to the staff for putting up with us when we have a whinge....Slotomania i really enjoy , keep on going on.....kaching lol"
"0d3a5ca7a9f287f2ceab5f99bada0065Heather WilliamsMay 3, 20191533","Heather WilliamsMay 3, 2019",0,4,None," I love the game but it freezes my phone up every so often why I only gave 4 stars"
"0d3a5ca7a9f287f2ceab5f99bada0065Heather WilliamsMay 3, 20191585","Heather WilliamsMay 3, 2019",0,4,None," I love the game but it freezes my phone up every so often why I only gave 4 stars"
"0d88d205c4b43b72b5fc6b8fa139a068Grandmas AngelsApril 13, 2019568","Grandmas AngelsApril 13, 2019",3,2,None," I have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us ince...Full ReviewI have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us incentives. Sloto cards, daily dashes, Heroes, etc. Just a piece of advice if you want us loyal players to continue playing."
"0d88d205c4b43b72b5fc6b8fa139a068Grandmas AngelsApril 13, 2019639","Grandmas AngelsApril 13, 2019",3,2,None," I have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us ince...Full ReviewI have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us incentives. Sloto cards, daily dashes, Heroes, etc. Just a piece of advice if you want us loyal players to continue playing."
"0d88d205c4b43b72b5fc6b8fa139a068Grandmas AngelsApril 13, 2019666","Grandmas AngelsApril 13, 2019",3,2,None," I have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us ince...Full ReviewI have been playing for quite a while now. Since the new updates everything we look forward to is gone. There are no more daily dashes, No heroes to help out. It's just plain old slots that I have to agree are harder to get payouts on. If you want people to continue to play, you need to give us incentives. Sloto cards, daily dashes, Heroes, etc. Just a piece of advice if you want us loyal players to continue playing."
"0d8928cd3149a415537f2a0d0d365f53Ni NiiApril 5, 20191036","Ni NiiApril 5, 2019",0,3,None," playing for an ace card more than a month and nothing. you only give ace cards thatvwas already given. why??? that is not entertaining!!!!!!!!!!!!!!"
"0d8928cd3149a415537f2a0d0d365f53Ni NiiApril 5, 20191093","Ni NiiApril 5, 2019",0,3,None," playing for an ace card more than a month and nothing. you only give ace cards thatvwas already given. why??? that is not entertaining!!!!!!!!!!!!!!"
"0d8928cd3149a415537f2a0d0d365f53Ni NiiApril 5, 20191122","Ni NiiApril 5, 2019",0,3,None," playing for an ace card more than a month and nothing. you only give ace cards thatvwas already given. why??? that is not entertaining!!!!!!!!!!!!!!"
"0d8928cd3149a415537f2a0d0d365f53Ni NiiApril 5, 20191189","Ni NiiApril 5, 2019",0,3,None," playing for an ace card more than a month and nothing. you only give ace cards thatvwas already given. why??? that is not entertaining!!!!!!!!!!!!!!"
"0d8928cd3149a415537f2a0d0d365f53Ni NiiApril 5, 20191191","Ni NiiApril 5, 2019",0,3,None," playing for an ace card more than a month and nothing. you only give ace cards thatvwas already given. why??? that is not entertaining!!!!!!!!!!!!!!"
"0d9571f4ea234a6bb3d3ea8ba8be15a7Luis The3rdMay 20, 2019159","Luis The3rdMay 20, 2019",3,5,"PlaytikaMay 22, 2019Hey Luis! Thanks for your review. It's an immense pleasure to know that you are enjoy playing Slotomania. Spin away, I'm sure the next Big Win could be yours!"," This game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99....Full ReviewThis game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99.999 % of the time( whether I have millions of coins or trillions) I can't stop playing until I have 0 coins left."
"0d9571f4ea234a6bb3d3ea8ba8be15a7Luis The3rdMay 20, 2019226","Luis The3rdMay 20, 2019",3,5,"PlaytikaMay 22, 2019Hey Luis! Thanks for your review. It's an immense pleasure to know that you are enjoy playing Slotomania. Spin away, I'm sure the next Big Win could be yours!"," This game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99....Full ReviewThis game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99.999 % of the time( whether I have millions of coins or trillions) I can't stop playing until I have 0 coins left."
"0d9571f4ea234a6bb3d3ea8ba8be15a7Luis The3rdMay 20, 2019244","Luis The3rdMay 20, 2019",3,5,"PlaytikaMay 22, 2019Hey Luis! Thanks for your review. It's an immense pleasure to know that you are enjoy playing Slotomania. Spin away, I'm sure the next Big Win could be yours!"," This game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99....Full ReviewThis game is absolutely Awesome and I would almost garuntee that anyone who likes to gamble online would agree and say that it is also an addictive game that you can play forever or until ur broke, but time flys when you're having fun. The only complaint I have is that it's sooo fun to play that 99.999 % of the time( whether I have millions of coins or trillions) I can't stop playing until I have 0 coins left."
"0da3d1ec2952502c2bedc9ea25958021Rose SmithMay 17, 201965","Rose SmithMay 17, 2019",58,1,None," they take all your money and give a little back they only let certain people win the big money like 150 million on the jackpot and whenever I play big money like a hundred million or more they just take all my money when I tell you a little bit then they give me like 20,000 back after all my money i...Full Reviewthey take all your money and give a little back they only let certain people win the big money like 150 million on the jackpot and whenever I play big money like a hundred million or more they just take all my money when I tell you a little bit then they give me like 20,000 back after all my money is gone I lost 68 million on a game and they only gave me 100000 back the payouts suck."
"0dab4149effb8b3ff38e24481cd10d6fWes ErwinApril 11, 2019577","Wes ErwinApril 11, 2019",5,1,None," I now remember why I deleted this game before. Machines are way to tight. spend 100000 points and win 1 bonus worth 3400. BORING. going to play my other slot machines. would not waste money on this one."
"0dab4149effb8b3ff38e24481cd10d6fWes ErwinApril 11, 2019647","Wes ErwinApril 11, 2019",5,1,None," I now remember why I deleted this game before. Machines are way to tight. spend 100000 points and win 1 bonus worth 3400. BORING. going to play my other slot machines. would not waste money on this one."
"0dab4149effb8b3ff38e24481cd10d6fWes ErwinApril 11, 2019675","Wes ErwinApril 11, 2019",5,1,None," I now remember why I deleted this game before. Machines are way to tight. spend 100000 points and win 1 bonus worth 3400. BORING. going to play my other slot machines. would not waste money on this one."
"0dab4149effb8b3ff38e24481cd10d6fWes ErwinApril 11, 2019700","Wes ErwinApril 11, 2019",5,1,None," I now remember why I deleted this game before. Machines are way to tight. spend 100000 points and win 1 bonus worth 3400. BORING. going to play my other slot machines. would not waste money on this one."
"0dab4149effb8b3ff38e24481cd10d6fWes ErwinApril 11, 2019702","Wes ErwinApril 11, 2019",5,1,None," I now remember why I deleted this game before. Machines are way to tight. spend 100000 points and win 1 bonus worth 3400. BORING. going to play my other slot machines. would not waste money on this one."
"0dafe0b05af7c1d8dcfad5464acf0937Tony HarveyMarch 29, 2019400","Tony HarveyMarch 29, 2019",2,3,None," it's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins...Full Reviewit's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins after 3 hrs of waiting or shorten the time for.same amount ."
"0dafe0b05af7c1d8dcfad5464acf0937Tony HarveyMarch 29, 2019494","Tony HarveyMarch 29, 2019",2,3,None," it's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins...Full Reviewit's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins after 3 hrs of waiting or shorten the time for.same amount ."
"0dafe0b05af7c1d8dcfad5464acf0937Tony HarveyMarch 29, 2019500","Tony HarveyMarch 29, 2019",2,3,None," it's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins...Full Reviewit's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins after 3 hrs of waiting or shorten the time for.same amount ."
"0dafe0b05af7c1d8dcfad5464acf0937Tony HarveyMarch 29, 2019533","Tony HarveyMarch 29, 2019",2,3,None," it's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins...Full Reviewit's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins after 3 hrs of waiting or shorten the time for.same amount ."
"0dafe0b05af7c1d8dcfad5464acf0937Tony HarveyMarch 29, 2019539","Tony HarveyMarch 29, 2019",2,3,None," it's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins...Full Reviewit's fun .. but about being free... eh. I just want to play a game .. Not pay money for pixels .. maybe put some insentive into it ... prizes we can actually win . bring on the ads if you wish I'll watch some ads - you make some money - SEND ME SOMETHING I CAN HOLD IN MY hand ... but give more coins after 3 hrs of waiting or shorten the time for.same amount ."
"0dc77111b5081ce746832069c67545f2Brenna RivasMay 12, 2019147","Brenna RivasMay 12, 2019",2,1,None," After trying out the game for awhile, decided to link to FB. Then so many things were lost! The level went down to Bronze (before I was at Gold), the Clan points (I was at top with over 100,000 clan points!). If this can be fixed, I will give 5 stars!"
"0dc77111b5081ce746832069c67545f2Brenna RivasMay 12, 2019176","Brenna RivasMay 12, 2019",2,1,None," After trying out the game for awhile, decided to link to FB. Then so many things were lost! The level went down to Bronze (before I was at Gold), the Clan points (I was at top with over 100,000 clan points!). If this can be fixed, I will give 5 stars!"
"0dc77111b5081ce746832069c67545f2Brenna RivasMay 12, 2019436","Brenna RivasMay 12, 2019",2,1,None," After trying out the game for awhile, decided to link to FB. Then so many things were lost! The level went down to Bronze (before I was at Gold), the Clan points (I was at top with over 100,000 clan points!). If this can be fixed, I will give 5 stars!"
"0dc77111b5081ce746832069c67545f2Brenna RivasMay 12, 2019539","Brenna RivasMay 12, 2019",2,1,None," After trying out the game for awhile, decided to link to FB. Then so many things were lost! The level went down to Bronze (before I was at Gold), the Clan points (I was at top with over 100,000 clan points!). If this can be fixed, I will give 5 stars!"
"0de4dd56deb8c1f377b78eb7c969e12eA Google userMay 9, 2019141","A Google userMay 9, 2019",7,1,None," it's not fun anymore everytime I bet big like you say I end up losing all my coins only to have lowest bet possible and then you give me the bonus games that's like a slap in the face I mean every time it happens that way I'd like to know if it's because I'm not paying money into your game it says i...Full Reviewit's not fun anymore everytime I bet big like you say I end up losing all my coins only to have lowest bet possible and then you give me the bonus games that's like a slap in the face I mean every time it happens that way I'd like to know if it's because I'm not paying money into your game it says it's free number one free I don't think so you are constantly asking for money"
